society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,property_id,sector
independent,house,7.5,38760.0,Plot area 215(179.77 sq.m.),1935.0,12,12,3+,"study room,pooja room,store room,servant room",4.0,East,0 to 1 Year Old,"['Sector 42-43 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","['12 Wardrobe', '12 Fan', '1 Exhaust Fan', '12 Geyser', '1 Stove', '1 Microwave', '12 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",,c block sushant lok phase 1
vatika sovereign next sector-82 a gurgaon,flat,2.91,6700.0,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4343.0,4,4,3,"study room,servant room,store room",6.0,East,Under Construction,"['S.R.S. Hospital and Critical Care Unit', 'Orris Community Center', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump', 'Rao Dhaba', ""McDonald's"", 'Haldiram', 'KFC', 'Pizza Hut']","['4 Wardrobe', '1 Exhaust Fan', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",D54355506,sector 82
independent,house,10.45,38703.0,Plot area 2700(250.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.),2700.0,4,5,2,"servant room,study room,pooja room",3.0,North,5 to 10 Year Old,"['Radhakrishna Shani Mandir', 'Sri Radhe Krishna Temple', 'Standard chartered ATM', 'Icici bank ATM', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Meher Clinic', 'Skin Clinic', 'Divine Look Clinic Centre', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Vishesh Dental', 'Neelkanth Health Care', 'Park Hospital Gurgaon', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Sanjeevani Hospital Gurgaon', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sai Dharamraj Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Icici bank', 'Central bank of india', 'SRS Cinemas', 'Madison and Pike', 'India', 'Haldiram', 'Starbucks', 'Nook', ""Domino's Pizza"", ""Nirula's"", 'Kamla International', 'Gurugram University', 'Delhi Public School Primary Section', 'Amity Global School']","['8 Fan', '5 Geyser', '14 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",,sector 50
signature global city,flat,1.1,8800.0,Carpet area: 1250 (116.13 sq.m.),1250.0,3,3,3,not available,1.0,,Dec 2023,"['Sapphire 83 Mall Sector 83', 'Dwarka Expressway', 'Pataudi Road', 'NH-8 Delhi Jaipur Highway', 'DPGITM Engineering College Sector 34', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park Gurgaon', 'National Tennis Academy Sector 98']",,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center']",J68899930,sector 37
sare green parc 2,flat,1.07,5246.0,Built Up area: 2040 (189.52 sq.m.),2040.0,4,3,3,"study room,servant room",10.0,,Under Construction,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump']",,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Intercom Facility', 'Water purifier', 'Swimming Pool', 'Security Personnel', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Water Storage', 'Piped-gas', 'Club house / Community Center', 'Fitness Centre / GYM', 'Water softening plant', 'Shopping Centre', 'Rain Water Harvesting']",G27149533,sector 92
cghs vidya enclave,flat,1.7,10967.0,Super Built up area 1600(148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1550.0,3,2,3,store room,6.0,,10+ Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'pracksht hospital', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'Anand Hospital Gurgaon', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', 'Hdfc bank', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Clock tower', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']","['1 Fan', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Recently Renovated', 'Piped-gas', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Rain Water Harvesting', 'Water softening plant']",Z69212182,sector 56
godrej aria,flat,1.45,9062.0,Super Built up area 1495(138.89 sq.m.)Built Up area: 1494 sq.ft. (138.8 sq.m.),1600.0,2,2,3+,study room,9.0,East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Jai Bharti Public School', 'Singhania University, Manesar', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Capital Business Park', 'Savoy Suites, Manesar', 'Manesar Golf Course', 'Unni Krishnan Stadium']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",L70139474,sector 79
prime habitat,flat,0.27,6049.0,Carpet area: 448 (41.62 sq.m.),446.0,2,2,1,not available,10.0,South,1 to 5 Year Old,"['The Hive Mall', 'Omaxe Gurgaon Mall', 'Gurugram Road', 'Dwarka Expy', 'Euro International School', 'Shri Balaji’s Multispeciality Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']",,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Waste Disposal', 'Club house / Community Center', 'Rain Water Harvesting']",K69661296,sector 99a
bestech park view grand spa,flat,2.35,8834.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),2660.0,3,4,3+,servant room,6.0,North-East,1 to 5 Year Old,"['Sapphire 83 Mall', 'NH-8, IMT Manesar', 'Dwarka Expressway', ""St. Xavier's High School"", 'Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'National Tennis Academy']","['5 Wardrobe', '7 Fan', '1 Exhaust Fan', '20 Light', '6 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",B69802378,sector 81
independent,house,15.0,33333.0,Plot area 500(418.06 sq.m.),4500.0,5,5,3+,servant room,4.0,,5 to 10 Year Old,"['Rajiv Chowk Mosque', 'State bank of india ATM', 'Axis bank ATM', 'Icici bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Dispencery', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Sukhmani Hospital Pvt. Ltd', 'Medanta', 'Bansal Medicare and Maternity Centre', 'Samvit Health Care', 'Shivam Hospital Gurgaon', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Dayal Eye & Maternity Centre', 'Ahmed Hospital Multi Speciality', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'India Oil', 'Hdfc bank', 'SRS Cinemas', 'KFC', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Darbar', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Manav Rachna School', 'Delhi Public School Primary Section', 'St. Angels Jr', 'Amity Global School', 'St. Angels Sr', 'Kendriya Vidyalaya No.2 Sohna Road', 'School of Inspired Leadership SOIL', 'Manav Rachna Swimming Pool']","['5 Wardrobe', '5 Fan', '1 Exhaust Fan', '5 Geyser', '5 Light', '5 AC', '5 TV', '1 Chimney', '5 Curtains', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Rain Water Harvesting']",,sector 39
tulip leaf,flat,2.06,11386.0,Super Built up area 1812(168.34 sq.m.),1809.0,3,3,3,not available,16.0,South-West,1 to 5 Year Old,"['Omaxe City Centre Sector 49', 'Southern Peripheral Road', 'NH 48', 'Indus World School Sector 70', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'iON Digital Zone', 'Le Tokyo Hotel Gurgaon', 'SkyJumper Trampoline Park', 'SportsCube Center for Excellence', 'Hero Honda Chowk']","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",B69392810,sector 69
tata primanti,flat,3.21,16050.0,Super Built up area 2185(202.99 sq.m.)Built Up area: 2140 sq.ft. (198.81 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2000.0,3,4,3+,servant room,15.0,North-East,1 to 5 Year Old,"['Sector 55-56 Metro Station', 'Omaxe City Centre', 'Sohna Gurgaon Road', 'Faridabad Gurgaon Road', 'Pallavan PreSchool, Sohna Road', 'RBSM Public school', 'Polaris Hospital', 'Spaze Itech Park', 'Radisson Hotel Gurugram Sohna Road', 'SkyJumper Trampoline Park Gurgaon']","['5 Wardrobe', '1 Water Purifier', '7 Fan', '1 Exhaust Fan', '4 Geyser', '14 Light', '1 Curtains', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",S69421026,sector 72
dlf park place,flat,6.75,24963.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),2704.0,4,4,2,servant room,8.0,North,5 to 10 Year Old,"['Sector 53-54 Metro Station', 'Sector 54 Chowk', 'Suncity Shopping Complex', 'IILM University, Gurugram', 'EuroKids Preschool Suncity', 'Sushant University', 'Suncity School Gurgaon', 'Vallores Pre School', 'YES Bank ATM', 'Paras Hospitals, Gurgaon', 'W Pratiksha Hospital', 'Umkal Hospital', 'Health Care Pharmacy', 'Apollo Pharmacy', 'Haryana City Gas']","['1 Water Purifier', '1 Fridge', '6 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '10 Light', '1 Chimney', '1 Modular Kitchen', '6 AC', '6 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",W69249968,sector 54
emaar mgf palm hills,flat,1.09,5382.0,Super Built up area 2025(188.13 sq.m.),2025.0,3,4,3+,"servant room,others",5.0,South,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Sohna Road', 'Narayana e Techno School', 'DPG Institute of Technology', 'Medeor Hospital, Manesar', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'De Adventure Park']","['1 Exhaust Fan', '1 Stove', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",L69723046,sector 77
naman residency,house,0.5,11111.0,Plot area 450(41.81 sq.m.),450.0,2,2,2,"pooja room,study room,servant room,others",2.0,West,0 to 1 Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Prateek Nursing Home And Polyclinic', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Kr Dental Hub', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Dr. Mittal Clinic', 'Jiya Clinic', 'Dr. Sindhu Clinic', 'Shree Krishna Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Gurgaon Eye Centre', 'R K Hospital Gurgaon', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Chirag Hospital Pvt. Ltd', 'Esic Hospital Gurugram', 'Aryan Hospital', 'Taneja Hospital', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'GH Gurgaon', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Chiranjiv Hospital', 'Dr. Sarvejeet Singh', 'Dr. Madan Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Bindal Clinic', 'Kidney Clinic', 'Swastik Maternity and Medical Centre', 'Dev Man Kathuria Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Visitor Parking', 'Rain Water Harvesting']",,sector 4
independent,house,0.95,7280.0,Plot area 145(121.24 sq.m.),1305.0,7,6,3+,not available,3.0,,10+ Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Dr. Hitesh Dawar', 'Prateek Nursing Home And Polyclinic', 'Shree Krishna Hospital Gurgaon', 'Kr Dental Hub', 'Bhardwaj Hospital', 'Sneh Hospital Gurgaon', 'Esic Hospital Gurugram', 'R K Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Dr. Ashok Jain', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Dr. Sindhu Clinic', 'Chirag Hospital Pvt. Ltd', 'Gurgaon Eye Centre', 'Pearl Dental Clinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Taneja Hospital', 'Aryan Hospital', 'Geeta Nursing Home Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'Dr. Madan Clinic', 'Chiranjiv Hospital', 'Bhatnagar Maternity and Nursing Home', 'Dr. Agya Ram Sharma Clinic', 'Dev Man Kathuria Clinic', 'GH Gurgaon', 'Swastik Maternity and Medical Centre', 'Bindal Clinic', 'Dr. Sarvejeet Singh', 'M.S Hospital', 'Shri Multispeciality Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Basai dhankot railway station']","['2 Wardrobe', '2 Fan', '2 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,sector 14
ansal florence super,house,3.75,23148.0,Plot area 180(150.5 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),1620.0,3,4,3,"study room,servant room,store room",2.0,,5 to 10 Year Old,"['Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Anand Hospital Gurgaon', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'pracksht hospital', 'Vatsalya Clinic', 'Meher Clinic', 'Bones Clinic - Orthopaedics', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Wembley estate club', 'Medisca', 'Pernod Ricard Charitable Dispensary', 'SPAZE BUSINESS PARK', 'Unitech', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank', 'Hdfc bank and atm', 'Kotak mahindra bank', 'Indusind bank', 'State bank of india', 'Axis bank', 'Icici bank', 'Hdfc bank', '222', 'Pizza Hut', 'Madison and Pike', 'India', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Gurugram University', 'Kamla International', 'Amity Global School', 'St. Angels Sr', 'IILM', 'Iilm University', 'Manav Rachna School', 'Manav Rachna Swimming Pool']","['4 Wardrobe', '1 Water Purifier', '9 Fan', '1 Exhaust Fan', '3 Geyser', '12 Light', '2 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking', 'Rain Water Harvesting']",,sector 57
